2017-09-04	103.0
2017-09-05	1097.0
2017-09-06	966.0
2017-09-07	1000.0
2017-09-08	959.0
2017-09-09	991.0
2017-09-10	267.0
2017-09-11	110.0
2017-09-12	842.0
2017-09-13	1046.0
2017-09-14	967.0
2017-09-15	791.0
2017-09-16	1091.0
2017-09-17	332.0
2017-09-18	112.0
2017-09-19	1034.0
2017-09-20	960.0
2017-09-21	982.0
2017-09-22	1014.0
2017-09-23	1041.0
2017-09-24	281.0
2017-09-25	98.0
2017-09-26	1001.0
2017-09-27	1021.0
2017-09-28	1036.0
2017-09-29	1103.0
2017-09-30	900.0
2017-10-01	278.0
2017-10-02	99.0
2017-10-03	1007.0
2017-10-04	1063.0
2017-10-05	1065.0
2017-10-06	1123.0
2017-10-07	1087.0
2017-10-08	320.0
2017-10-09	95.0
2017-10-10	1149.0
2017-10-11	1133.0
2017-10-12	1054.0
2017-10-13	1152.0
2017-10-14	1076.0
2017-10-15	287.0
2017-10-16	108.0
2017-10-17	1048.0
2017-10-18	1113.0
2017-10-19	1109.0
2017-10-20	718.0
2017-10-21	595.0
2017-10-22	265.0
2017-10-23	132.0
2017-10-24	649.0
2017-10-25	642.0
2017-10-26	617.0
2017-10-27	632.0
2017-10-28	640.0
2017-10-29	135.0
2017-10-30	121.0
2017-10-31	525.0
2017-11-01	155.0
2017-11-02	628.0
2017-11-03	1056.0
2017-11-04	1134.0
2017-11-05	314.0
2017-11-06	77.0
2017-11-07	963.0
2017-11-08	1151.0
2017-11-09	1073.0
2017-11-10	1115.0
2017-11-11	148.0
2017-11-12	310.0
2017-11-13	87.0
2017-11-14	1053.0
2017-11-15	1175.0
2017-11-16	1159.0
2017-11-17	1166.0
2017-11-18	1121.0
2017-11-19	322.0
2017-11-20	102.0
2017-11-21	1154.0
2017-11-22	1129.0
2017-11-23	1071.0
2017-11-24	1159.0
2017-11-25	1149.0
2017-11-26	301.0
2017-11-27	130.0
2017-11-28	1202.0
2017-11-29	1194.0
2017-11-30	1079.0
2017-12-01	1057.0
2017-12-02	1075.0
2017-12-03	336.0
2017-12-04	127.0
2017-12-05	1072.0
2017-12-06	1041.0
2017-12-07	1050.0
2017-12-08	1123.0
2017-12-09	1019.0
2017-12-10	278.0
2017-12-11	142.0
2017-12-12	1115.0
2017-12-13	1090.0
2017-12-14	1033.0
2017-12-15	1007.0
2017-12-16	1084.0
2017-12-17	303.0
2017-12-18	126.0
2017-12-19	645.0
2017-12-20	646.0
2017-12-21	671.0
2017-12-22	605.0
2017-12-23	467.0
2017-12-24	189.0
2017-12-25	52.0
2017-12-26	90.0
2017-12-27	449.0
2017-12-28	505.0
2017-12-29	427.0
2017-12-30	415.0
2017-12-31	218.0
