	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
1019	7.7060656272984	48.532584869274	7.7061747893056	48.532809580663	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	3.0	1.0	3.0	4.0	8.0	3.0	8.0	11.0	7.0	6.0	10.0	7.0	4.0	8.0	7.0	6.0	8.0	12.0	6.0	12.0	19.0	12.0	13.0	13.0	15.0	16.0	11.0	8.0	8.0	8.0	5.0	15.0	13.0	8.0	11.0	13.0	13.0	12.0	15.0	14.0	22.0	8.0	16.0	15.0	19.0	25.0	17.0	20.0	17.0	20.0	18.0	19.0	10.0	11.0	3.0	8.0	6.0	8.0	9.0	4.0	5.0	5.0	4.0	2.0	5.0	2.0	4.0	3.0	2.0	3.0	1.0	2
1020	7.708927199821	48.535201429938	7.7060054457629	48.532895980576	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	6.0	4.0	1.0	4.0	3.0	3.0	12.0	14.0	17.0	18.0	14.0	27.0	18.0	15.0	16.0	13.0	7.0	11.0	13.0	11.0	4.0	3.0	10.0	8.0	5.0	6.0	20.0	8.0	10.0	4.0	5.0	5.0	16.0	23.0	7.0	11.0	10.0	8.0	7.0	10.0	10.0	13.0	6.0	10.0	6.0	8.0	8.0	8.0	7.0	7.0	8.0	9.0	6.0	8.0	13.0	12.0	6.0	2.0	6.0	5.0	5.0	3.0	3.0	4.0	4.0	3.0	2.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	0
1021	7.7116882033249	48.529954598	7.7153276354264	48.531692514796	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	5.0	5.0	4.0	4.0	8.0	8.0	14.0	22.0	15.0	16.0	16.0	22.0	14.0	14.0	8.0	8.0	10.0	14.0	4.0	10.0	17.0	11.0	16.0	20.0	16.0	19.0	12.0	12.0	4.0	8.0	15.0	16.0	20.0	15.0	14.0	11.0	11.0	27.0	12.0	27.0	20.0	13.0	23.0	11.0	14.0	27.0	27.0	19.0	16.0	23.0	12.0	13.0	8.0	15.0	13.0	9.0	9.0	11.0	7.0	8.0	9.0	4.0	6.0	4.0	6.0	1.0	7.0	1.0	3.0	2.0	4.0	1.0	3
1022	7.7186569319202	48.532315257904	7.7179193248779	48.532198954368	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	1.0	5.0	5.0	4.0	8.0	6.0	5.0	7.0	9.0	14.0	7.0	8.0	11.0	6.0	11.0	15.0	11.0	11.0	7.0	7.0	7.0	10.0	14.0	7.0	2.0	4.0	6.0	12.0	12.0	13.0	11.0	7.0	8.0	9.0	9.0	9.0	8.0	15.0	16.0	16.0	12.0	13.0	17.0	9.0	13.0	10.0	10.0	14.0	8.0	6.0	16.0	7.0	10.0	6.0	5.0	3.0	2.0	5.0	3.0	3.0	4.0	3.0	4.0	1.0	3.0	2.0	1.0	4.0	0.0	4
1023	7.7053714089409	48.520150054525	7.7054496355826	48.521102372783	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0	3.0	5.0	12.0	11.0	10.0	20.0	24.0	16.0	28.0	18.0	23.0	20.0	22.0	11.0	14.0	17.0	13.0	17.0	19.0	22.0	16.0	12.0	25.0	17.0	26.0	14.0	3.0	11.0	13.0	7.0	14.0	17.0	25.0	13.0	16.0	10.0	15.0	16.0	22.0	16.0	19.0	18.0	18.0	27.0	14.0	23.0	24.0	22.0	22.0	18.0	14.0	19.0	15.0	13.0	22.0	12.0	8.0	7.0	7.0	4.0	7.0	5.0	7.0	4.0	4.0	4.0	3.0	2.0	5.0	6.0	5.0	2
1024	7.707097845226	48.523292965304	7.7063794860199	48.522281679015	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	3.0	3.0	7.0	11.0	6.0	14.0	22.0	25.0	14.0	21.0	13.0	15.0	20.0	19.0	18.0	15.0	11.0	14.0	18.0	11.0	17.0	29.0	14.0	25.0	12.0	36.0	21.0	17.0	12.0	14.0	16.0	31.0	14.0	20.0	27.0	32.0	29.0	13.0	26.0	25.0	23.0	20.0	17.0	24.0	32.0	20.0	27.0	20.0	23.0	27.0	27.0	29.0	22.0	24.0	20.0	10.0	13.0	14.0	5.0	7.0	5.0	5.0	4.0	10.0	3.0	3.0	4.0	5.0	6.0	4.0	2.0	4.0	1
104	7.7466025396909	48.58726122092	7.7462940429263	48.587857708078	2.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	3.0	5.0	0.0	8.0	5.0	10.0	24.0	36.0	14.0	18.0	15.0	19.0	8.0	12.0	11.0	12.0	15.0	11.0	11.0	21.0	13.0	16.0	19.0	18.0	19.0	12.0	16.0	8.0	17.0	11.0	11.0	15.0	14.0	16.0	19.0	13.0	15.0	19.0	16.0	18.0	22.0	30.0	27.0	24.0	20.0	19.0	22.0	13.0	16.0	18.0	12.0	10.0	14.0	14.0	13.0	5.0	13.0	13.0	12.0	9.0	10.0	6.0	5.0	3.0	7.0	2.0	26.0	11.0	8.0	7.0	4.0	6
106	7.7472772234285	48.580346865705	7.7483301852658	48.579223063632	5.0	3.0	7.0	5.0	2.0	1.0	1.0	3.0	2.0	1.0	1.0	5.0	2.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	7.0	8.0	7.0	6.0	8.0	9.0	7.0	6.0	10.0	9.0	4.0	12.0	12.0	10.0	10.0	16.0	9.0	14.0	9.0	11.0	13.0	11.0	7.0	11.0	9.0	7.0	7.0	9.0	7.0	10.0	21.0	11.0	17.0	8.0	20.0	9.0	12.0	13.0	14.0	7.0	6.0	6.0	11.0	11.0	10.0	19.0	15.0	11.0	17.0	9.0	13.0	5.0	9.0	14.0	5.0	3.0	5.0	5.0	9.0	7.0	8.0	7.0	9.0	18.0	5.0	8.0	3.0	6.0	4
107	7.7483452759365	48.58148990401	7.7482301471673	48.581436141875	1.0	1.0	2.0	3.0	3.0	1.0	0.0	1.0	3.0	1.0	0.0	6.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	2.0	2.0	2.0	7.0	10.0	10.0	7.0	6.0	3.0	4.0	4.0	11.0	4.0	10.0	8.0	6.0	4.0	9.0	6.0	5.0	5.0	8.0	6.0	13.0	4.0	1.0	6.0	5.0	1.0	6.0	3.0	1.0	3.0	8.0	7.0	3.0	5.0	2.0	6.0	5.0	0.0	3.0	4.0	5.0	3.0	8.0	7.0	2.0	8.0	3.0	4.0	2.0	2.0	11.0	4.0	3.0	1.0	1.0	2.0	6.0	3.0	4.0	4.0	5.0	1.0	2.0	0.0	2.0	1
108	7.7463435054376	48.586953197836	7.7437990284146	48.585936795496	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	2.0	4.0	6.0	2.0	3.0	5.0	3.0	4.0	3.0	4.0	1.0	5.0	5.0	1.0	3.0	5.0	7.0	3.0	5.0	3.0	1.0	3.0	1.0	2.0	7.0	2.0	3.0	5.0	4.0	5.0	1.0	4.0	3.0	3.0	7.0	7.0	2.0	4.0	1.0	2.0	3.0	3.0	3.0	6.0	4.0	3.0	4.0	6.0	2.0	5.0	2.0	1.0	2.0	3.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0	2
109	7.7446749760083	48.59027447783	7.7450293938224	48.589640716731	2.0	4.0	0.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	3.0	5.0	2.0	4.0	6.0	4.0	4.0	4.0	8.0	12.0	23.0	37.0	25.0	30.0	21.0	24.0	27.0	28.0	25.0	19.0	17.0	23.0	18.0	17.0	13.0	16.0	16.0	14.0	19.0	15.0	9.0	11.0	6.0	12.0	14.0	13.0	16.0	14.0	17.0	10.0	15.0	13.0	6.0	14.0	16.0	15.0	18.0	10.0	15.0	10.0	18.0	24.0	20.0	18.0	17.0	15.0	18.0	21.0	23.0	18.0	14.0	16.0	14.0	12.0	9.0	7.0	3.0	3.0	4.0	3.0	3.0	3.0	5.0	5.0	5.0	2.0	1
