	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
216	7.7559971305499	48.573091415009	7.7561936348808	48.573059935811	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	1.0	2.0	3.0	0.0	1.0	3.0	3.0	2.0	9.0	2.0	3.0	5.0	2.0	4.0	7.0	10.0	10.0	3.0	4.0	8.0	5.0	13.0	6.0	4.0	5.0	2.0	5.0	9.0	7.0	2.0	8.0	2.0	5.0	8.0	10.0	7.0	5.0	4.0	5.0	7.0	2.0	6.0	10.0	6.0	6.0	3.0	14.0	9.0	6.0	2.0	2.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	0.0	3.0	0.0	3.0	3.0	1.0	1.0	1.0	1.0	0
217	7.7634936506831	48.572535957302	7.7655245948234	48.572454580321	13.0	11.0	13.0	9.0	7.0	3.0	3.0	1.0	1.0	3.0	2.0	2.0	0.0	3.0	6.0	0.0	7.0	14.0	16.0	15.0	15.0	19.0	36.0	30.0	39.0	38.0	52.0	63.0	76.0	70.0	67.0	88.0	79.0	99.0	86.0	90.0	52.0	59.0	78.0	71.0	66.0	59.0	66.0	63.0	80.0	74.0	62.0	72.0	78.0	72.0	68.0	56.0	64.0	72.0	70.0	96.0	62.0	75.0	78.0	79.0	71.0	72.0	70.0	70.0	78.0	78.0	84.0	71.0	73.0	84.0	70.0	89.0	77.0	85.0	70.0	82.0	72.0	59.0	83.0	58.0	52.0	62.0	53.0	43.0	41.0	34.0	24.0	36.0	26.0	32.0	35.0	13.0	20.0	16.0	18.0	13
22	7.7256058017133	48.570781641096	7.7254585206043	48.570839589567	6.0	10.0	0.0	6.0	3.0	7.0	6.0	2.0	3.0	2.0	2.0	2.0	2.0	6.0	2.0	2.0	3.0	4.0	3.0	2.0	8.0	5.0	6.0	5.0	14.0	9.0	23.0	15.0	17.0	11.0	30.0	27.0	38.0	33.0	29.0	28.0	33.0	29.0	26.0	29.0	32.0	23.0	34.0	23.0	29.0	43.0	40.0	27.0	49.0	28.0	38.0	37.0	31.0	37.0	34.0	38.0	42.0	25.0	29.0	30.0	39.0	28.0	34.0	43.0	41.0	54.0	42.0	39.0	46.0	47.0	52.0	29.0	40.0	35.0	37.0	48.0	29.0	33.0	25.0	32.0	34.0	36.0	15.0	23.0	21.0	24.0	16.0	23.0	21.0	20.0	21.0	17.0	9.0	9.0	9.0	4
220	7.7501807325464	48.572336643674	7.7500545150608	48.572225331583	9.0	10.0	3.0	13.0	5.0	3.0	2.0	3.0	2.0	1.0	3.0	0.0	3.0	3.0	2.0	2.0	4.0	3.0	8.0	8.0	7.0	5.0	5.0	6.0	12.0	11.0	15.0	21.0	24.0	31.0	53.0	46.0	80.0	65.0	51.0	45.0	53.0	38.0	42.0	45.0	39.0	46.0	47.0	40.0	51.0	49.0	52.0	65.0	74.0	54.0	48.0	48.0	46.0	50.0	54.0	42.0	62.0	60.0	70.0	56.0	68.0	53.0	68.0	59.0	69.0	85.0	81.0	64.0	72.0	80.0	73.0	46.0	64.0	56.0	56.0	53.0	54.0	32.0	38.0	44.0	43.0	24.0	29.0	33.0	33.0	31.0	19.0	35.0	25.0	22.0	20.0	29.0	32.0	29.0	18.0	12
222	7.7620931380594	48.572739288013	7.7613337116594	48.572747665683	16.0	5.0	15.0	8.0	2.0	1.0	3.0	4.0	7.0	10.0	11.0	4.0	8.0	5.0	3.0	3.0	5.0	8.0	3.0	6.0	5.0	6.0	13.0	15.0	10.0	22.0	33.0	34.0	43.0	66.0	85.0	92.0	47.0	74.0	101.0	85.0	46.0	52.0	52.0	47.0	34.0	52.0	50.0	52.0	55.0	40.0	47.0	62.0	72.0	69.0	35.0	43.0	64.0	67.0	70.0	68.0	63.0	72.0	68.0	72.0	50.0	62.0	70.0	70.0	82.0	61.0	89.0	86.0	62.0	54.0	31.0	36.0	72.0	73.0	65.0	62.0	88.0	78.0	42.0	57.0	60.0	31.0	24.0	30.0	36.0	29.0	36.0	29.0	37.0	49.0	25.0	31.0	16.0	21.0	12.0	17
223	7.7479700086166	48.571438141573	7.7503349193899	48.571673589478	13.0	20.0	2.0	1.0	0.0	2.0	6.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	3.0	6.0	14.0	3.0	16.0	16.0	16.0	8.0	14.0	27.0	64.0	92.0	75.0	85.0	84.0	77.0	80.0	62.0	75.0	57.0	59.0	52.0	37.0	26.0	42.0	54.0	47.0	46.0	53.0	70.0	69.0	85.0	55.0	35.0	51.0	53.0	59.0	73.0	49.0	55.0	47.0	54.0	64.0	62.0	52.0	58.0	66.0	63.0	37.0	39.0	60.0	69.0	59.0	79.0	69.0	76.0	66.0	66.0	62.0	60.0	54.0	50.0	49.0	33.0	35.0	36.0	23.0	31.0	19.0	30.0	25.0	19.0	16.0	11.0	18.0	18.0	16.0	12.0	13
224	7.7508553725787	48.571871604378	7.7514332041227	48.571934782669	3.0	1.0	1.0	3.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	10.0	9.0	5.0	4.0	15.0	23.0	27.0	36.0	36.0	31.0	29.0	36.0	30.0	40.0	23.0	22.0	27.0	22.0	18.0	22.0	21.0	22.0	18.0	17.0	14.0	25.0	32.0	20.0	25.0	10.0	26.0	14.0	19.0	14.0	22.0	16.0	15.0	27.0	21.0	27.0	25.0	17.0	12.0	17.0	19.0	20.0	26.0	27.0	22.0	32.0	16.0	25.0	26.0	25.0	34.0	26.0	26.0	22.0	13.0	15.0	13.0	16.0	6.0	6.0	9.0	7.0	8.0	8.0	5.0	1.0	6.0	0.0	3.0	6
229	7.7700200158564	48.571869065597	7.7664711059884	48.572613681904	14.0	11.0	11.0	12.0	2.0	2.0	3.0	7.0	6.0	7.0	14.0	9.0	6.0	7.0	8.0	3.0	3.0	10.0	6.0	3.0	6.0	10.0	10.0	14.0	20.0	21.0	43.0	31.0	49.0	39.0	71.0	53.0	61.0	96.0	88.0	67.0	55.0	46.0	55.0	45.0	53.0	32.0	46.0	46.0	59.0	48.0	49.0	60.0	64.0	46.0	61.0	50.0	53.0	58.0	66.0	64.0	62.0	52.0	57.0	56.0	57.0	65.0	77.0	62.0	76.0	49.0	67.0	77.0	69.0	61.0	38.0	53.0	62.0	59.0	46.0	64.0	55.0	53.0	56.0	48.0	61.0	50.0	31.0	50.0	38.0	22.0	28.0	20.0	44.0	28.0	30.0	24.0	27.0	20.0	16.0	11
23	7.7244578091159	48.572384993125	7.7244205919707	48.571968998361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
230	7.7506993363806	48.571724902378	7.7499524256664	48.574496139084	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	2.0	2.0	3.0	5.0	9.0	18.0	10.0	16.0	9.0	7.0	15.0	21.0	14.0	18.0	16.0	16.0	9.0	10.0	12.0	10.0	9.0	14.0	14.0	14.0	12.0	10.0	10.0	9.0	13.0	20.0	8.0	16.0	9.0	13.0	6.0	13.0	12.0	11.0	12.0	15.0	12.0	14.0	10.0	13.0	9.0	9.0	13.0	5.0	14.0	12.0	14.0	10.0	6.0	10.0	17.0	12.0	4.0	4.0	7.0	6.0	2.0	1.0	4.0	6.0	4.0	1.0	2.0	4.0	4.0	4.0	0.0	6
231	7.749763572064	48.574367663405	7.7499946513814	48.573367271026	11.0	9.0	5.0	13.0	6.0	5.0	4.0	4.0	0.0	3.0	3.0	1.0	1.0	4.0	2.0	1.0	2.0	4.0	3.0	4.0	4.0	4.0	1.0	0.0	7.0	12.0	8.0	31.0	33.0	35.0	31.0	26.0	69.0	38.0	55.0	51.0	34.0	35.0	57.0	24.0	45.0	41.0	43.0	43.0	44.0	50.0	52.0	63.0	65.0	61.0	36.0	44.0	46.0	53.0	48.0	47.0	62.0	71.0	74.0	61.0	49.0	50.0	55.0	48.0	50.0	74.0	48.0	65.0	62.0	62.0	60.0	68.0	43.0	63.0	50.0	34.0	41.0	38.0	51.0	44.0	37.0	31.0	27.0	24.0	25.0	28.0	20.0	26.0	24.0	27.0	39.0	27.0	23.0	25.0	18.0	9
232	7.7501552472281	48.572931813222	7.7501675793551	48.572886945654	12.0	4.0	5.0	11.0	5.0	4.0	5.0	4.0	0.0	2.0	3.0	1.0	1.0	3.0	2.0	1.0	2.0	2.0	6.0	4.0	4.0	4.0	2.0	2.0	10.0	10.0	12.0	30.0	21.0	34.0	40.0	19.0	57.0	45.0	59.0	49.0	43.0	39.0	53.0	31.0	54.0	45.0	43.0	41.0	40.0	53.0	47.0	56.0	65.0	47.0	42.0	38.0	45.0	57.0	50.0	51.0	65.0	64.0	64.0	57.0	45.0	53.0	54.0	45.0	55.0	55.0	62.0	67.0	60.0	54.0	62.0	58.0	56.0	61.0	48.0	32.0	46.0	41.0	49.0	40.0	42.0	29.0	24.0	24.0	26.0	30.0	19.0	32.0	26.0	25.0	39.0	29.0	27.0	27.0	20.0	9
233	7.7662024748323	48.572339772035	7.7697695719717	48.571583735259	16.0	10.0	13.0	13.0	6.0	3.0	2.0	4.0	3.0	3.0	3.0	4.0	2.0	3.0	7.0	0.0	10.0	19.0	16.0	16.0	14.0	25.0	36.0	51.0	39.0	41.0	62.0	82.0	65.0	89.0	59.0	94.0	88.0	94.0	88.0	73.0	43.0	66.0	84.0	76.0	82.0	61.0	71.0	65.0	70.0	81.0	42.0	92.0	72.0	75.0	80.0	64.0	81.0	79.0	84.0	84.0	76.0	93.0	79.0	83.0	74.0	62.0	57.0	66.0	90.0	71.0	68.0	61.0	72.0	94.0	61.0	80.0	68.0	84.0	52.0	89.0	88.0	77.0	79.0	82.0	58.0	62.0	51.0	32.0	46.0	35.0	32.0	34.0	30.0	33.0	27.0	8.0	18.0	20.0	18.0	18
234	7.7778806401024	48.569670306654	7.7750241173507	48.57105578252	7.0	7.0	8.0	8.0	3.0	4.0	4.0	5.0	5.0	9.0	8.0	8.0	4.0	11.0	7.0	2.0	3.0	7.0	3.0	4.0	8.0	10.0	7.0	9.0	9.0	21.0	28.0	25.0	31.0	29.0	45.0	37.0	41.0	63.0	30.0	41.0	40.0	40.0	49.0	31.0	30.0	42.0	40.0	45.0	38.0	52.0	47.0	33.0	60.0	63.0	40.0	60.0	29.0	42.0	43.0	35.0	70.0	55.0	67.0	62.0	41.0	54.0	31.0	43.0	46.0	77.0	54.0	47.0	40.0	41.0	42.0	57.0	52.0	51.0	30.0	53.0	54.0	51.0	52.0	46.0	48.0	35.0	28.0	40.0	36.0	45.0	26.0	24.0	38.0	30.0	41.0	16.0	19.0	22.0	19.0	18
236	7.7704210726307	48.571435632726	7.7716764305391	48.5712334165	6.0	6.0	15.0	5.0	6.0	4.0	1.0	1.0	1.0	6.0	1.0	5.0	1.0	3.0	6.0	4.0	5.0	15.0	8.0	9.0	15.0	37.0	43.0	29.0	28.0	44.0	36.0	36.0	13.0	50.0	40.0	46.0	12.0	37.0	38.0	52.0	30.0	40.0	22.0	48.0	24.0	52.0	25.0	37.0	27.0	29.0	18.0	38.0	38.0	35.0	27.0	44.0	39.0	64.0	52.0	48.0	44.0	55.0	51.0	58.0	44.0	41.0	33.0	39.0	43.0	38.0	27.0	28.0	29.0	26.0	36.0	21.0	35.0	25.0	35.0	24.0	40.0	20.0	21.0	26.0	18.0	19.0	21.0	24.0	20.0	19.0	14.0	20.0	21.0	10.0	18.0	7.0	10.0	7.0	9.0	12
239	7.7704195264568	48.571760691044	7.7707599374336	48.572367134881	2.0	1.0	2.0	2.0	5.0	4.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	3.0	3.0	1.0	7.0	11.0	10.0	8.0	10.0	25.0	16.0	30.0	26.0	51.0	27.0	50.0	36.0	42.0	15.0	25.0	19.0	39.0	20.0	26.0	36.0	22.0	28.0	26.0	23.0	22.0	34.0	20.0	9.0	24.0	22.0	30.0	23.0	36.0	21.0	25.0	33.0	18.0	27.0	29.0	29.0	26.0	34.0	35.0	39.0	37.0	44.0	32.0	48.0	45.0	46.0	38.0	40.0	28.0	51.0	41.0	29.0	31.0	35.0	14.0	13.0	18.0	17.0	12.0	10.0	7.0	17.0	14.0	12.0	8.0	9.0	4.0	5.0	6
24	7.7276911159687	48.570203325737	7.7270038699441	48.57045127971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
240	7.7710024142785	48.574044565392	7.7709391990974	48.573683960656	6.0	4.0	5.0	3.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	5.0	4.0	2.0	7.0	12.0	8.0	15.0	19.0	27.0	39.0	19.0	32.0	30.0	37.0	26.0	26.0	21.0	15.0	20.0	18.0	13.0	24.0	21.0	22.0	24.0	27.0	31.0	25.0	17.0	18.0	26.0	27.0	28.0	25.0	25.0	16.0	25.0	18.0	21.0	26.0	35.0	34.0	40.0	31.0	15.0	29.0	22.0	32.0	28.0	16.0	6.0	16.0	24.0	25.0	21.0	11.0	22.0	12.0	21.0	16.0	11.0	11.0	14.0	18.0	8.0	12.0	20.0	16.0	11.0	13.0	8.0	13.0	5.0	4
241	7.766413779071	48.572709036025	7.7667188678454	48.573055438585	2.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	4.0	6.0	8.0	14.0	25.0	24.0	19.0	11.0	9.0	18.0	28.0	10.0	10.0	13.0	11.0	16.0	13.0	11.0	8.0	9.0	19.0	16.0	21.0	7.0	15.0	5.0	5.0	14.0	18.0	15.0	17.0	5.0	24.0	6.0	9.0	18.0	22.0	13.0	20.0	26.0	31.0	22.0	10.0	15.0	28.0	30.0	26.0	16.0	21.0	13.0	16.0	5.0	8.0	15.0	6.0	2.0	11.0	9.0	4.0	2.0	7.0	3.0	6.0	7.0	8.0	10.0	2.0	3.0	5.0	4
242	7.7668167429904	48.57433971243	7.7667777537221	48.57407116974	5.0	1.0	6.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	2.0	5.0	2.0	6.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	2.0	4.0	4.0	7.0	12.0	17.0	21.0	25.0	9.0	24.0	19.0	16.0	12.0	16.0	17.0	18.0	9.0	18.0	23.0	15.0	9.0	16.0	20.0	16.0	18.0	17.0	10.0	22.0	18.0	16.0	21.0	28.0	8.0	21.0	21.0	19.0	17.0	17.0	17.0	24.0	29.0	30.0	31.0	17.0	16.0	28.0	26.0	29.0	31.0	36.0	19.0	25.0	16.0	19.0	8.0	20.0	10.0	10.0	7.0	14.0	16.0	14.0	7.0	13.0	11.0	3.0	13.0	8.0	10.0	0.0	8
243	7.7667250318735	48.574678665591	7.7628617183668	48.575007177552	3.0	1.0	4.0	3.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	2.0	3.0	7.0	4.0	8.0	6.0	16.0	32.0	34.0	11.0	29.0	26.0	22.0	17.0	8.0	22.0	21.0	16.0	10.0	15.0	8.0	11.0	13.0	25.0	15.0	19.0	20.0	12.0	12.0	7.0	12.0	24.0	11.0	18.0	16.0	26.0	13.0	12.0	21.0	16.0	17.0	22.0	22.0	17.0	35.0	19.0	26.0	18.0	21.0	25.0	20.0	14.0	17.0	13.0	12.0	17.0	14.0	11.0	10.0	7.0	8.0	5.0	8.0	6.0	0.0	8.0	11.0	6.0	10.0	4.0	3.0	2.0	3
244	7.7626174521204	48.574821661563	7.7666855414201	48.574468639345	9.0	4.0	6.0	5.0	3.0	4.0	0.0	0.0	2.0	2.0	1.0	4.0	1.0	2.0	3.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	3.0	2.0	1.0	4.0	12.0	5.0	8.0	11.0	14.0	12.0	14.0	13.0	26.0	13.0	15.0	15.0	14.0	14.0	12.0	11.0	20.0	14.0	20.0	25.0	11.0	11.0	21.0	22.0	12.0	13.0	13.0	15.0	14.0	26.0	16.0	19.0	11.0	15.0	18.0	17.0	9.0	24.0	18.0	17.0	16.0	26.0	17.0	24.0	28.0	26.0	36.0	19.0	12.0	16.0	20.0	24.0	17.0	15.0	15.0	15.0	15.0	10.0	16.0	16.0	17.0	9.0	12.0	11.0	8.0	6.0	13.0	11.0	8.0	6
245	7.7711582464238	48.57428277853	7.7673672428252	48.574582666395	1.0	3.0	4.0	2.0	3.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	3.0	9.0	4.0	7.0	9.0	12.0	29.0	30.0	17.0	18.0	31.0	22.0	19.0	11.0	24.0	15.0	10.0	7.0	12.0	12.0	14.0	14.0	28.0	18.0	16.0	16.0	19.0	13.0	13.0	7.0	26.0	16.0	11.0	12.0	11.0	13.0	12.0	14.0	14.0	23.0	24.0	24.0	17.0	34.0	21.0	27.0	14.0	17.0	26.0	30.0	13.0	17.0	10.0	10.0	12.0	20.0	13.0	11.0	7.0	7.0	9.0	7.0	11.0	1.0	7.0	7.0	9.0	11.0	6.0	3.0	3.0	6
246	7.7674529982314	48.574423356545	7.7709374724191	48.574138445208	9.0	5.0	4.0	3.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	3.0	1.0	4.0	2.0	1.0	2.0	7.0	6.0	4.0	12.0	24.0	20.0	15.0	17.0	18.0	9.0	18.0	6.0	10.0	13.0	14.0	11.0	17.0	18.0	12.0	15.0	10.0	11.0	18.0	17.0	10.0	7.0	8.0	16.0	20.0	26.0	15.0	19.0	18.0	8.0	16.0	19.0	14.0	16.0	13.0	22.0	23.0	17.0	11.0	24.0	37.0	31.0	34.0	8.0	11.0	16.0	11.0	17.0	9.0	11.0	10.0	14.0	20.0	18.0	8.0	15.0	18.0	8.0	13.0	16.0	4.0	8.0	10.0	12.0	8.0	4
247	7.7635431464374	48.569873799494	7.7639401513348	48.570398580578	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	4.0	2.0	5.0	8.0	19.0	24.0	21.0	18.0	21.0	17.0	10.0	9.0	7.0	16.0	8.0	13.0	12.0	13.0	7.0	4.0	8.0	7.0	22.0	9.0	8.0	14.0	8.0	8.0	17.0	13.0	12.0	12.0	6.0	9.0	15.0	13.0	9.0	10.0	9.0	14.0	23.0	3.0	15.0	26.0	18.0	23.0	25.0	17.0	14.0	10.0	9.0	16.0	5.0	7.0	8.0	7.0	6.0	2.0	6.0	2.0	10.0	3.0	6.0	8.0	6.0	5.0	2.0	1.0	0.0	2
248	7.7654748095805	48.572331234843	7.765320576237	48.57220634736	0.0	2.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	5.0	3.0	5.0	5.0	12.0	7.0	13.0	12.0	6.0	12.0	15.0	10.0	16.0	10.0	12.0	8.0	7.0	18.0	8.0	15.0	25.0	17.0	13.0	11.0	17.0	7.0	9.0	6.0	17.0	22.0	11.0	3.0	12.0	10.0	7.0	19.0	15.0	10.0	16.0	25.0	20.0	19.0	18.0	16.0	28.0	33.0	23.0	22.0	30.0	12.0	23.0	14.0	13.0	16.0	14.0	10.0	9.0	6.0	20.0	15.0	9.0	9.0	9.0	3.0	3.0	9.0	9.0	13.0	4.0	8
25	7.7262706647473	48.570474918463	7.7274797944306	48.570052130191	7.0	8.0	3.0	3.0	0.0	3.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	0.0	5.0	4.0	4.0	15.0	7.0	12.0	5.0	19.0	21.0	10.0	26.0	31.0	25.0	49.0	38.0	36.0	39.0	39.0	48.0	24.0	14.0	32.0	20.0	13.0	26.0	35.0	14.0	26.0	27.0	28.0	14.0	14.0	15.0	34.0	25.0	38.0	38.0	29.0	20.0	27.0	4.0	19.0	28.0	24.0	23.0	25.0	25.0	28.0	23.0	28.0	34.0	18.0	14.0	24.0	18.0	27.0	30.0	27.0	19.0	24.0	21.0	29.0	6.0	19.0	14.0	10.0	16.0	13.0	15.0	7.0	10.0	9.0	9.0	9.0	5.0	1.0	2.0	8
3	7.7009821976716	48.562873911133	7.7015942609432	48.563041047497	1.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	3.0	3.0	2.0	3.0	5.0	6.0	4.0	12.0	10.0	14.0	14.0	23.0	21.0	15.0	21.0	16.0	17.0	18.0	21.0	21.0	13.0	18.0	22.0	17.0	22.0	12.0	22.0	25.0	22.0	15.0	14.0	21.0	19.0	18.0	20.0	13.0	22.0	24.0	24.0	25.0	20.0	19.0	16.0	13.0	24.0	16.0	16.0	22.0	17.0	27.0	24.0	20.0	22.0	13.0	15.0	28.0	18.0	24.0	14.0	22.0	18.0	31.0	16.0	9.0	9.0	15.0	8.0	17.0	16.0	1.0	8.0	7.0	10.0	6.0	12.0	7.0	3.0	6.0	3
301	7.7341242278393	48.583960496136	7.7335389422193	48.583484795475	5.0	1.0	6.0	4.0	2.0	4.0	0.0	3.0	0.0	2.0	1.0	2.0	2.0	0.0	0.0	8.0	5.0	3.0	2.0	0.0	6.0	2.0	4.0	5.0	11.0	11.0	7.0	11.0	7.0	12.0	28.0	33.0	30.0	20.0	24.0	25.0	29.0	40.0	25.0	40.0	19.0	32.0	14.0	16.0	27.0	25.0	26.0	22.0	20.0	21.0	17.0	17.0	18.0	15.0	30.0	40.0	27.0	18.0	27.0	32.0	25.0	22.0	31.0	33.0	37.0	31.0	30.0	24.0	21.0	36.0	19.0	28.0	23.0	21.0	13.0	32.0	44.0	15.0	21.0	28.0	23.0	19.0	17.0	27.0	11.0	10.0	8.0	7.0	12.0	17.0	7.0	12.0	15.0	10.0	9.0	9
302	7.7367498736468	48.585742756143	7.7385916949986	48.587349913054	3.0	0.0	4.0	2.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	3.0	4.0	3.0	5.0	1.0	4.0	5.0	4.0	3.0	7.0	15.0	18.0	16.0	13.0	24.0	18.0	16.0	22.0	18.0	28.0	24.0	33.0	28.0	22.0	13.0	22.0	30.0	29.0	28.0	17.0	21.0	15.0	17.0	27.0	25.0	22.0	18.0	17.0	20.0	13.0	28.0	31.0	29.0	24.0	32.0	26.0	31.0	39.0	39.0	17.0	33.0	31.0	23.0	31.0	39.0	44.0	28.0	23.0	29.0	23.0	24.0	23.0	28.0	20.0	25.0	8.0	23.0	14.0	19.0	8.0	5.0	5.0	14.0	4.0	9.0	12.0	7.0	4.0	4
303	7.7381884516984	48.577806948957	7.7361154342234	48.577947071228	2.0	4.0	3.0	6.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	1.0	8.0	5.0	3.0	11.0	13.0	32.0	45.0	29.0	30.0	9.0	18.0	17.0	18.0	15.0	16.0	14.0	12.0	6.0	8.0	14.0	20.0	13.0	17.0	20.0	11.0	8.0	11.0	14.0	12.0	14.0	27.0	36.0	14.0	16.0	21.0	26.0	20.0	29.0	28.0	32.0	45.0	31.0	22.0	32.0	41.0	23.0	30.0	20.0	24.0	24.0	14.0	18.0	18.0	13.0	13.0	10.0	13.0	8.0	24.0	9.0	13.0	4.0	11.0	6.0	9.0	13.0	6.0	6.0	8.0	4
304	7.734880417353	48.578125024628	7.735612823823	48.577851060574	2.0	1.0	3.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	3.0	5.0	1.0	11.0	8.0	10.0	12.0	21.0	24.0	31.0	63.0	44.0	40.0	50.0	26.0	32.0	30.0	21.0	20.0	34.0	21.0	14.0	24.0	28.0	25.0	30.0	18.0	24.0	30.0	28.0	16.0	32.0	21.0	21.0	25.0	25.0	14.0	23.0	17.0	17.0	16.0	18.0	26.0	18.0	22.0	41.0	15.0	23.0	23.0	17.0	34.0	34.0	18.0	24.0	16.0	16.0	19.0	13.0	20.0	16.0	16.0	21.0	13.0	10.0	10.0	9.0	5.0	6.0	5.0	8.0	8.0	5.0	5.0	8.0	3.0	6
305	7.7355779228096	48.569562614404	7.7356507444912	48.570133547277	11.0	7.0	1.0	1.0	1.0	4.0	2.0	1.0	3.0	3.0	0.0	0.0	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	4.0	2.0	4.0	11.0	5.0	17.0	6.0	20.0	37.0	24.0	19.0	28.0	32.0	26.0	28.0	24.0	33.0	16.0	22.0	25.0	17.0	13.0	26.0	16.0	22.0	17.0	19.0	13.0	14.0	12.0	14.0	16.0	18.0	25.0	32.0	25.0	17.0	23.0	26.0	14.0	23.0	26.0	35.0	32.0	30.0	36.0	33.0	41.0	33.0	21.0	29.0	26.0	26.0	26.0	20.0	12.0	15.0	11.0	25.0	15.0	12.0	6.0	20.0	7.0	10.0	12.0	15.0	8.0	6.0	7.0	9.0	6.0	3.0	12
